0.7575836,0.85095215,0.78092194,0.967659,0.85095215,0.59417725,0.78092194,0.59417725,0.4307785,0.7108917,0.7575836,0.4774704,0.85095215,0.73423004,0.87429047
0.92095184,0.94429016,0.5941467,0.94429016,0.7575531,0.6174927,0.5708084,0.7108612,0.73420715,0.9676361,0.66417694,0.8275833,0.7575531,0.73420715,1.0376587
0.64297485,0.47958374,0.40955353,0.7830353,0.29283905,0.40955353,0.38620758,0.43289185,0.036071777,0.40955353,0.22280884,0.40955353,0.43289185,0.40955353,0.5962906
0.46289062,0.48622894,0.32283783,0.5796051,0.25280762,0.3695221,0.67297363,0.27614594,0.04272461,0.29949188,0.34617615,0.3695221,0.41620636,0.20612335,0.55625916
1.3608932,1.5476379,1.314209,1.4542618,1.290863,1.2208405,1.314209,1.1274719,1.2441788,1.3608932,1.1741486,1.4075851,1.4542618,1.1741486,1.5476379
0.8210373,0.51758575,0.68097687,0.8210373,0.65763855,0.5409241,0.79769135,0.44755554,0.7043228,0.7510071,0.5642624,0.7043228,0.79769135,0.51758575,0.8443756
0.71492004,0.85497284,0.6915817,0.6215515,0.43480682,0.2947464,0.6215515,0.5515213,0.50483704,0.6215515,0.5748596,0.50483704,0.78495026,0.5515213,0.6215515
0.6842346,0.82429504,0.61421204,0.89432526,0.5675278,0.49749756,0.7776108,0.5208435,0.6608963,0.8009567,0.61421204,0.5675278,0.5908661,0.4741516,0.637558
1.0062943,0.93626404,0.8195572,1.0062943,0.95961,0.749527,0.95961,0.8428955,1.1230087,1.0763245,0.9129257,0.7728653,0.93626404,0.72618103,1.0296402
0.5735245,0.7836075,0.76026154,0.9470062,0.62020874,0.34009552,0.50349426,0.5268402,0.29341125,0.666893,0.62020874,0.22338104,0.76026154,0.29341125,0.6435547
0.8876343,1.0743713,0.9109726,1.051033,0.7242279,0.7008896,0.95765686,0.6308594,0.7008896,0.9109726,0.84095,0.67755127,0.84095,0.84095,0.7942581
0.9441452,0.9908371,0.82743835,1.1775818,1.1075516,0.96749115,0.9908371,0.9441452,0.89746857,0.9441452,1.1075516,0.8741226,0.96749115,0.96749115,1.1542282
0.96889496,0.82884216,0.75881195,0.75881195,0.6420975,0.5954132,1.0622635,0.8521805,0.78215027,0.6420975,0.6187515,0.54872894,0.8054962,0.89886475,0.9222107
0.25752258,0.5609741,0.4676056,0.49095154,0.23417664,0.16414642,0.51428986,0.2808609,0.42092133,0.16414642,0.18749237,0.21083832,0.4676056,0.51428986,0.3508911
0.64292145,0.71295166,0.29277802,0.78297424,0.3394699,0.526207,0.57289124,0.61958313,0.4795227,0.29277802,0.4094925,0.24609375,0.526207,0.526207,0.61958313
