1.9087601,3.8188782,4.3806763,4.7177505,1.5716858,2.9199982,4.6053925,2.3582,2.695282,3.0323563,3.0323563,2.133484,5.3919067,1.9087601,2.9199982
0.16889954,5.337433,3.42733,3.989128,4.101486,4.3262024,4.2138443,3.3149643,1.7419357,4.8880005,4.2138443,5.5621567,6.3486786,2.640808,4.101486
5.6487274,7.334114,3.7386093,8.008278,4.8622055,4.525131,6.09816,1.7161407,4.075691,3.1768112,6.5476,7.109398,5.873436,6.3228836,4.9745636
5.695633,4.6844025,1.7630539,3.33609,6.0327225,1.5383377,4.7967606,1.3136139,2.324852,5.2462006,5.2462006,4.5720444,6.594513,5.695633,7.605751
1.8786545,3.788765,4.800003,4.013489,1.7662888,4.800003,4.6876373,3.3393326,3.5640488,2.8898926,5.024727,5.4741592,5.024727,5.8112335,4.800003
5.326561,6.113083,3.9782486,5.776001,3.5288086,2.6299362,5.101845,2.0681381,3.7535324,3.5288086,7.1243134,5.776001,6.899597,6.674881,7.0119553
2.6782837,9.532227,5.3749237,4.70076,3.3524475,4.0266037,3.5771637,4.2513275,2.9030075,3.8018875,5.487282,5.262558,5.936722,4.2513275,7.3973923
8.393707,7.382477,6.8206787,5.3600006,6.595955,4.2364044,4.1240463,6.483597,8.730782,7.270111,7.607193,5.4723587,8.281349,5.809433,6.034157
2.8120422,6.182823,4.2727203,3.5985565,3.0367584,1.0142822,3.0367584,4.497429,1.8008041,3.2614822,5.396309,3.2614822,4.497429,6.0704727,3.8232803
3.2920456,5.314514,3.8538437,5.314514,1.6066513,2.1684494,3.5167618,3.4044037,2.0560913,5.8763123,5.089798,4.640358,6.1010284,5.42688,2.7302475
4.012764,7.0464783,4.574562,6.1475983,4.1251297,4.799286,5.922882,2.8891678,4.799286,5.361084,6.8217545,3.900406,7.9453506,6.1475983,6.7093964
2.0008087,6.0457535,2.4502487,5.0345154,0.8772125,2.8996887,4.472725,3.9109268,3.9109268,3.798561,6.8322754,2.1131668,2.8996887,1.8884506,3.798561
3.0248108,4.148407,3.586609,3.586609,6.0585175,3.2495346,3.137169,1.6764984,3.586609,5.496727,5.3843613,1.6764984,4.710205,3.9236908,5.9461594
2.249981,4.8342476,3.8230095,5.058964,2.811779,3.4859352,5.1713295,4.2724495,1.8005409,2.811779,8.317394,5.2836876,6.2949257,4.7218895,7.4185143
1.3415756,5.8359528,2.57753,6.397751,2.689888,3.4764023,2.352806,3.3640442,2.12809,3.139328,5.8359528,2.9146042,2.802246,6.173027,5.1617966
